split_id,fit_sample_hash,parameter_type,parameter_name,median_std,iqr_std,median_abs_delta,iqr_abs_delta,exclusion_reason,parameter_value
leave_one_view_out__fold01__candidate_353,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,semantic_scaler_excluded,speed_up,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_353,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,semantic_scaler_excluded,speed_west,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_353,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,semantic_scaler,yaw_or_heading,0.0,0.01743170991539955,0.0,0.01806640625,,
leave_one_view_out__fold01__candidate_353,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,future_trend_tolerance,train_abs_delta_q33,,,,,,0.18607665974428625
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler,acceleration_north,0.043907951563596725,0.05527632683515549,0.023599999956786633,0.1072999993339181,,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler,acceleration_up,0.031997498124837875,0.04486062936484814,0.021399999735876918,0.06634999893140048,,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler,acceleration_west,0.046146638691425323,0.061647143214941025,0.04660000093281269,0.08959999959915876,,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler_excluded,normal_load_normal,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler,pitch,0.007065904792398214,0.004892569268122315,0.008999824523925781,0.012500762939453125,,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler,roll,0.012302320450544357,0.01550061209127307,0.0140000581741333,0.015999972820281982,,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler_excluded,speed_north,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler_excluded,speed_up,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler_excluded,speed_west,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,semantic_scaler,yaw_or_heading,0.0,0.026954883709549904,0.0,0.0426025390625,,
leave_one_view_out__fold02__candidate_328,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,future_trend_tolerance,train_abs_delta_q33,,,,,,0.18923313170722164
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler,acceleration_north,0.0,0.045424047857522964,0.0,0.0998000018298626,,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler,acceleration_up,0.0,0.041674986481666565,0.0,0.03159999940544367,,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler,acceleration_west,0.0,0.058660343289375305,0.0,0.08369999937713146,,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler_excluded,normal_load_normal,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler,pitch,0.00687027582898736,0.0042208218947052956,0.007999420166015625,0.008000373840332031,,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler,roll,0.00969161931425333,0.009320617653429508,0.01399993896484375,0.013000011444091797,,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler_excluded,speed_north,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler_excluded,speed_up,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler_excluded,speed_west,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,semantic_scaler,yaw_or_heading,0.0,0.02868293970823288,0.0,0.045166015625,,
leave_one_view_out__fold02__candidate_329,50128ab57a50cab17fa173bc78c8d62c13b6b33c7711623869bb17a46c06a5ae,future_trend_tolerance,train_abs_delta_q33,,,,,,0.15812568162582474
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler,acceleration_north,0.03832031413912773,0.05455115623772144,0.023599999956786633,0.10005000047385693,,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler,acceleration_up,0.02012835070490837,0.04191514290869236,0.021399999735876918,0.04784999892581254,,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler,acceleration_west,0.046146638691425323,0.060563432052731514,0.01979999989271164,0.08959999959915876,,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler_excluded,normal_load_normal,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler,pitch,0.007273935247212648,0.004213555483147502,0.008999824523925781,0.012500762939453125,,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler,roll,0.011769029311835766,0.007975153159350157,0.01399993896484375,0.0140000581741333,,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler_excluded,speed_north,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler_excluded,speed_up,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler_excluded,speed_west,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,semantic_scaler,yaw_or_heading,0.0,0.02132926881313324,0.0,0.029052734375,,
leave_one_view_out__fold01__candidate_340,895252ff19dbd4bfb3afc8a019f68d62ee5912fdf5fe3ed3150b6a0b558d285c,future_trend_tolerance,train_abs_delta_q33,,,,,,0.15934201748051682
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler,acceleration_north,0.043907951563596725,0.05784880369901657,0.03279999882215634,0.10029999911785126,,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler,acceleration_up,0.031997498124837875,0.042155299335718155,0.0249999996740371,0.05729999975301325,,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler,acceleration_west,0.046794138848781586,0.06246652081608772,0.04660000093281269,0.09549999982118607,,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler_excluded,normal_load_normal,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler,pitch,0.007065904792398214,0.004697119351476431,0.007999420166015625,0.011000633239746094,,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler,roll,0.009738610126078129,0.00805741362273693,0.0140000581741333,0.013000130653381348,,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler_excluded,speed_north,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler_excluded,speed_up,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler_excluded,speed_west,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,semantic_scaler,yaw_or_heading,0.0,0.025226827710866928,0.0,0.0400390625,,
leave_one_view_out__fold01__candidate_327,bd5e45a5dde6a665d2228400a2f1ad50c2cd771dc14b6160865be067cb54059c,future_trend_tolerance,train_abs_delta_q33,,,,,,0.2560538762265755
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler,acceleration_north,0.00866331160068512,0.08119906485080719,0.0008000023663043976,0.0794999971985817,,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler,acceleration_up,0.002996742958202958,0.0544796846807003,0.005300002172589302,0.05549999908544123,,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler,acceleration_west,0.005328753963112831,0.10121303051710129,0.00639999657869339,0.09079999476671219,,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler_excluded,normal_load_normal,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler,pitch,0.007773544639348984,0.002762360032647848,0.012499809265136719,0.012000083923339844,,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler,roll,0.016160123981535435,0.011038357391953468,0.017000019550323486,0.023000001907348633,,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler_excluded,speed_north,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler_excluded,speed_up,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler_excluded,speed_west,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,semantic_scaler_excluded,yaw_or_heading,0.0,0.0,0.0,0.0,both_train_iqrs_are_zero,
legacy_diagnostic__leave_one_view_out__fold03,432eba5fa990b715fb16e6ae63e62975f466e4257d2a7a14dfcf037a10bb3c6f,future_trend_tolerance,train_abs_delta_q33,,,,,,0.1682002157069857
