seed,role,reference_method,comparison_method,consumer,unit_metric,difference_semantics,mean_difference,bootstrap_lower,bootstrap_upper,permutation_p_value,independent_unit_count,smoke_only
29,held_out,chronaris,naive_time_sync,minirocket,classification_correct,positive_favors_reference,-0.18229166666666666,-0.2760416666666667,-0.08333333333333333,0.0011998800119988001,48,False
29,held_out,chronaris,physiology_only,minirocket,classification_correct,positive_favors_reference,-0.21354166666666666,-0.28125,-0.13541666666666666,9.999000099990002e-05,48,False
29,held_out,chronaris,vehicle_only,minirocket,classification_correct,positive_favors_reference,-0.140625,-0.234375,-0.046875,0.0081991800819918,48,False
29,held_out,chronaris,contiformer,minirocket,regression_absolute_error,positive_favors_reference,-0.11530463149150212,-0.14595941461933157,-0.0832936227709676,9.999000099990002e-05,48,False
29,held_out,chronaris,mult,minirocket,regression_absolute_error,positive_favors_reference,-0.11628752884765466,-0.13400271240000924,-0.09721579522204897,9.999000099990002e-05,48,False
29,held_out,chronaris,naive_time_sync,minirocket,regression_absolute_error,positive_favors_reference,-0.04194704939921697,-0.06594165368005633,-0.017040051799267535,0.0018998100189981002,48,False
29,held_out,chronaris,physiology_only,minirocket,regression_absolute_error,positive_favors_reference,-0.06559498359759648,-0.08704349432761471,-0.04300981494598092,9.999000099990002e-05,48,False
29,held_out,chronaris,vehicle_only,minirocket,regression_absolute_error,positive_favors_reference,-0.03244476796438297,-0.049189238599501556,-0.01541287169481318,0.0017998200179982,48,False
43,held_out,chronaris,contiformer,causal_tcn_duration,frame_accuracy,positive_favors_reference,-0.001085069444444444,-0.027293565538194446,0.025174967447916675,0.9367063293670633,48,False
43,held_out,chronaris,mult,causal_tcn_duration,frame_accuracy,positive_favors_reference,-0.012478298611111105,-0.04205186631944445,0.01817626953125,0.4306569343065693,48,False
43,held_out,chronaris,naive_time_sync,causal_tcn_duration,frame_accuracy,positive_favors_reference,0.03911675347222221,0.009384494357638882,0.06950141059027774,0.015598440155984402,48,False
43,held_out,chronaris,physiology_only,causal_tcn_duration,frame_accuracy,positive_favors_reference,0.15787760416666666,0.11360677083333333,0.20426703559027776,9.999000099990002e-05,48,False
43,held_out,chronaris,vehicle_only,causal_tcn_duration,frame_accuracy,positive_favors_reference,0.0426974826388889,0.011174858940972228,0.0742268880208333,0.0110988901109889,48,False
43,held_out,chronaris,contiformer,causal_tcn_raw,frame_accuracy,positive_favors_reference,-0.016764322916666668,-0.04476047092013889,0.011069064670138882,0.22757724227577242,48,False
43,held_out,chronaris,mult,causal_tcn_raw,frame_accuracy,positive_favors_reference,-0.014322916666666673,-0.04421793619791667,0.0160088433159722,0.36036396360363965,48,False
43,held_out,chronaris,naive_time_sync,causal_tcn_raw,frame_accuracy,positive_favors_reference,0.05186631944444444,0.02262234157986109,0.08089463975694441,0.0011998800119988001,48,False
43,held_out,chronaris,physiology_only,causal_tcn_raw,frame_accuracy,positive_favors_reference,0.16270616319444445,0.12114664713541666,0.2057305230034722,9.999000099990002e-05,48,False
43,held_out,chronaris,vehicle_only,causal_tcn_raw,frame_accuracy,positive_favors_reference,0.05447048611111111,0.020723470052083328,0.0869167751736111,0.0021997800219978004,48,False
43,held_out,chronaris,contiformer,linear,classification_correct,positive_favors_reference,0.052083333333333336,-0.005208333333333333,0.109375,0.14428557144285573,48,False
43,held_out,chronaris,mult,linear,classification_correct,positive_favors_reference,0.22395833333333334,0.12486979166666667,0.3229166666666667,0.00029997000299970003,48,False
43,held_out,chronaris,naive_time_sync,linear,classification_correct,positive_favors_reference,0.140625,0.07291666666666667,0.20833333333333334,9.999000099990002e-05,48,False
43,held_out,chronaris,physiology_only,linear,classification_correct,positive_favors_reference,0.19270833333333334,0.09375,0.2916666666666667,0.0004999500049995,48,False
43,held_out,chronaris,vehicle_only,linear,classification_correct,positive_favors_reference,-0.015625,-0.06770833333333333,0.036458333333333336,0.6913308669133087,48,False
43,held_out,chronaris,contiformer,linear,regression_absolute_error,positive_favors_reference,-0.0076619409956038,-0.0346745704805168,0.019706478916729483,0.5927407259274072,48,False
43,held_out,chronaris,mult,linear,regression_absolute_error,positive_favors_reference,-0.024658845271915197,-0.047141659760382024,-0.002752629108726981,0.0375962403759624,48,False
43,held_out,chronaris,naive_time_sync,linear,regression_absolute_error,positive_favors_reference,0.06037086403618256,0.026962929948543508,0.09472143359016626,0.0012998700129987,48,False
43,held_out,chronaris,physiology_only,linear,regression_absolute_error,positive_favors_reference,0.041282598239680134,0.004144546979417404,0.07953108070651069,0.038396160383961604,48,False
43,held_out,chronaris,vehicle_only,linear,regression_absolute_error,positive_favors_reference,-0.016419066737095516,-0.038232123747002335,0.00464801962176958,0.1466853314668533,48,False
43,held_out,chronaris,contiformer,minirocket,classification_correct,positive_favors_reference,-0.15625,-0.2552083333333333,-0.0625,0.0046995300469953,48,False
43,held_out,chronaris,mult,minirocket,classification_correct,positive_favors_reference,-0.19270833333333334,-0.27096354166666664,-0.109375,0.00019998000199980003,48,False
43,held_out,chronaris,naive_time_sync,minirocket,classification_correct,positive_favors_reference,-0.1875,-0.265625,-0.109375,9.999000099990002e-05,48,False
43,held_out,chronaris,physiology_only,minirocket,classification_correct,positive_favors_reference,-0.0625,-0.13020833333333334,0.00013020833333262277,0.09379062093790622,48,False
43,held_out,chronaris,vehicle_only,minirocket,classification_correct,positive_favors_reference,-0.19791666666666666,-0.28658854166666664,-0.11445312500000071,0.00019998000199980003,48,False
43,held_out,chronaris,contiformer,minirocket,regression_absolute_error,positive_favors_reference,-0.04625746080030998,-0.07035135724581779,-0.024667753403385492,0.0005999400059994001,48,False
43,held_out,chronaris,mult,minirocket,regression_absolute_error,positive_favors_reference,-0.03988313985367616,-0.056807774243255456,-0.023605342783654747,0.00019998000199980003,48,False
43,held_out,chronaris,naive_time_sync,minirocket,regression_absolute_error,positive_favors_reference,0.017488085975249607,-0.006692538200877607,0.042045265544826786,0.18438156184381563,48,False
43,held_out,chronaris,physiology_only,minirocket,regression_absolute_error,positive_favors_reference,0.019343029707670212,0.002044566674157977,0.036633052164688706,0.034896510348965105,48,False
43,held_out,chronaris,vehicle_only,minirocket,regression_absolute_error,positive_favors_reference,-0.027898861871411402,-0.048648597788996994,-0.008069673828625463,0.010698930106989302,48,False
