split_id,candidate_id,task,minimum,median,mean,maximum,lower_saturation_fraction,upper_saturation_fraction,outer_test_opened
leave_one_view_out__fold02__candidate_329,conditional015_residual_task_distill,response,0.19769413769245148,0.27262192964553833,0.2720668502151966,0.31446340680122375,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional015_residual_task_distill,high_response,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.15000000596046448,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task_distill,maneuver,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task_distill,maneuver_score,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task_distill,response,0.25911372900009155,0.3914027214050293,0.3823344558477402,0.4401629567146301,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,conditional025_residual_task_distill,high_response,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global025_residual_task_distill,maneuver,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global025_residual_task_distill,maneuver_score,0.25,0.25,0.25,0.25,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global025_residual_task_distill,response,0.2527067959308624,0.2527067959308624,0.2527067959308624,0.2527067959308624,0.0,0.0,False
leave_one_view_out__fold02__candidate_329,global025_residual_task_distill,high_response,0.25,0.25,0.25,0.25,0.0,0.0,False
