seed,task,consumer,metric,direction,full_method,ablation_method,full_value,ablation_value,full_advantage_normalized,positive_favors_full
17,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,higher,chronaris,chronaris_no_single_stream_bypass,0.3373784640872972,0.19395675318321157,0.14342171090408565,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,edit_score,higher,chronaris,chronaris_no_continuous_evolution,0.5346690958823312,0.5204504836972669,0.014218612185064372,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,edit_score,higher,chronaris,chronaris_no_physics,0.5346690958823312,0.5555900441470295,-0.020920948264698258,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,edit_score,higher,chronaris,chronaris_no_causal_mask,0.5346690958823312,0.5315428240060593,0.003126271876271902,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,edit_score,higher,chronaris,chronaris_no_single_stream_bypass,0.5346690958823312,0.23797460340812057,0.29669449247421065,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,frame_macro_f1,higher,chronaris,chronaris_no_continuous_evolution,0.384839142362654,0.36564810177879453,0.019191040583859453,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,frame_macro_f1,higher,chronaris,chronaris_no_physics,0.384839142362654,0.42940172315823943,-0.04456258079558545,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,frame_macro_f1,higher,chronaris,chronaris_no_causal_mask,0.384839142362654,0.3838033187703797,0.0010358235922742765,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,frame_macro_f1,higher,chronaris,chronaris_no_single_stream_bypass,0.384839142362654,0.17960830296260977,0.20523083940004422,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_continuous_evolution,0.5184912315281898,0.5142963623565403,0.004194869171649462,True
17,simulated_maneuver_state_segmentation,causal_tcn_duration,segmental_f1_iou_0.10,higher,chronaris,chronaris_no_physics,0.5184912315281898,0.5466234199874642,-0.028132188459274454,True
