seed,method_name,role,scenario_id,status,sample_count,checkpoint_sha256,representation_sha256,output_root,task_oracle_opened
29,contiformer,train,clean_asynchronous,completed,384,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,699a1929a1f47f67284c2e2a986845dce12d02330185fc93a98ee552165d585b,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/contiformer/train/clean_asynchronous,False
29,chronaris,train,clean_asynchronous,completed,384,bfb46a9650d3663e5638695a2892a2ac4fb548861bafa7f9d9e9359aa83bc66e,bdae9b5dfafc06bc57e1ea9c5c2dbdb6d777b18286293dec356a869036f896f1,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/chronaris/train/clean_asynchronous,False
29,naive_time_sync,train,sampling_jitter,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,50e872950f20be64a07730ce05626d3427a70028ee9c720f1f3b1e5667076fd4,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/naive_time_sync/train/sampling_jitter,False
29,mult,train,sampling_jitter,completed,384,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,3aa39676f2685564f595d7475a25dca198b8300cb7420a5f694d34e93d1b18e4,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/mult/train/sampling_jitter,False
29,contiformer,train,sampling_jitter,completed,384,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,85461bd547de7ead41fe52b3602b1b577f7aae874d6a7787383ee088da8ceaa4,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/contiformer/train/sampling_jitter,False
29,chronaris,train,sampling_jitter,completed,384,bfb46a9650d3663e5638695a2892a2ac4fb548861bafa7f9d9e9359aa83bc66e,194df4c37811a71ca99fb12864d99fb12134a21bfe22fdf112d48ebc15550a48,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/chronaris/train/sampling_jitter,False
29,naive_time_sync,train,clock_offset_and_drift,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,0eab0e4aa9feb2baf3b6fcad1a2771a2252eebe74147a6012659808b75a0d0b7,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/naive_time_sync/train/clock_offset_and_drift,False
29,mult,train,clock_offset_and_drift,completed,384,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,3becb69c4b503b6d398f12908cf8ff7ecc563df9981a933aa28fcfd3ef3303dd,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/mult/train/clock_offset_and_drift,False
29,contiformer,train,clock_offset_and_drift,completed,384,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,226ff1202d7e44fc05a95d6b842f5dc355a104b408bf365bf5a490d68c5b0504,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/contiformer/train/clock_offset_and_drift,False
29,chronaris,train,clock_offset_and_drift,completed,384,bfb46a9650d3663e5638695a2892a2ac4fb548861bafa7f9d9e9359aa83bc66e,f485d783ba158d2441170278db7e42ed7a6fe0c083f3e457ecff0d60ddbbb288,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/chronaris/train/clock_offset_and_drift,False
29,naive_time_sync,train,random_missing,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,1b1bfef3dbc587e6652db1fa3bcccea9a761d2587ca30a623997c115707f578b,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/naive_time_sync/train/random_missing,False
29,mult,train,random_missing,completed,384,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,bd2eb2745d2707635ef052ffe2623ccc04220f8c7f34547f15dd30c51dc9c9b4,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/mult/train/random_missing,False
29,contiformer,train,random_missing,completed,384,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,5e106dde1ea87d5b9dc6c89f9cd0fe27e3102a93b31a729d69de2bcf8098a032,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/contiformer/train/random_missing,False
29,chronaris,train,random_missing,completed,384,bfb46a9650d3663e5638695a2892a2ac4fb548861bafa7f9d9e9359aa83bc66e,89633cea5de2fe60a93ca5974e90fb0ced33424705cb28b131e51c9a5ba46ca2,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/chronaris/train/random_missing,False
29,naive_time_sync,train,block_missing_and_long_lag,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,ac46bf963d23e4cf5e98e3201e7722dd57e78aa54c9a87a8b03a26d2c9a87958,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/naive_time_sync/train/block_missing_and_long_lag,False
29,mult,train,block_missing_and_long_lag,completed,384,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,6e9cfcfc2ffe432c6d1413bd3ed39acaa935fb22558995cee14bdc515eacab74,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/mult/train/block_missing_and_long_lag,False
29,contiformer,train,block_missing_and_long_lag,completed,384,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,57dcc3ba524ef2b23944db27f81c366e1a92fb8d2c7cd20184696fed8c863256,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/contiformer/train/block_missing_and_long_lag,False
29,chronaris,train,block_missing_and_long_lag,completed,384,bfb46a9650d3663e5638695a2892a2ac4fb548861bafa7f9d9e9359aa83bc66e,3b3b0ecea61991576945b184894afbdef1dae8fe7f90e84b4ada2a8cd697077b,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/chronaris/train/block_missing_and_long_lag,False
29,naive_time_sync,train,mixed_severe,completed,384,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,6cf20eedb2dc5bf0c72035a2326186b0951dc85c9f125bfd0a6e3cde125d9a92,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/naive_time_sync/train/mixed_severe,False
29,mult,train,mixed_severe,completed,384,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,854edc07404aab0b542b0f81ec7da812e3759761c44d017db536761ff5f2ae23,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/mult/train/mixed_severe,False
29,contiformer,train,mixed_severe,completed,384,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,bf97282297194fed6b994a3375f02b36538a5d98e8f089098386c506bddfb5d8,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/contiformer/train/mixed_severe,False
29,chronaris,train,mixed_severe,completed,384,bfb46a9650d3663e5638695a2892a2ac4fb548861bafa7f9d9e9359aa83bc66e,83c4506dbc655957cbab02d878a0cb777acb8aca5f2ec761a50a9ad6e45b5f4f,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/chronaris/train/mixed_severe,False
29,naive_time_sync,validation,clean_asynchronous,completed,96,a173a9a720a49e137ef963f46d8af5db63cd72bfefad9c568210d896b467cf92,328a598f435104b5a3b38579f3137bbb8224b734e2d6cc3a1fbb4a73db458292,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/naive_time_sync/validation/clean_asynchronous,False
29,mult,validation,clean_asynchronous,completed,96,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,dac8b5517dd16cbb61eb0c944c05de0b6900b510f4e212c4a78442fb177f25b1,artifacts/application_evaluation/2026-07-13_chronaris-v2-mechanism-representations/representations/seed_29/mult/validation/clean_asynchronous,False
