split_id,outer_pool_id,validation_support_hash,train_count,validation_count,response_count,maneuver_low_count,maneuver_medium_count,maneuver_high_count,minimum_maneuver_class_count,high_response_positive_count,high_response_negative_count,high_response_prevalence,support_overlap_count,minimum_anchor_separation_ms,minimum_support_embargo_ms,outer_test_opened,valid_main_split,target_fit_status,target_fit_error,selected_for_main_ranking
leave_one_view_out__fold01__candidate_000,leave_one_view_out__fold01,0fa12b19d3fb864b232fbed87601d7843d0667b5996b544885d5bfeedcf72164,26,10,10,8,2,0,0,5,5,0.5,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_001,leave_one_view_out__fold01,10d6217ce39f9ee43669cb2514368a454b802315c3d4bf97a67a91cb593bfe13,24,10,10,7,1,2,1,4,6,0.4,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_002,leave_one_view_out__fold01,22f33605614b6e4df0722fcd450388712450ba291382df433eccba4ecaf6f0b9,22,10,10,7,1,2,1,3,7,0.3,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_003,leave_one_view_out__fold01,731569109b3cce023096140e30a4b4806115b57d14299f0ddba67b267bf7994b,20,10,10,7,2,1,1,2,8,0.2,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_010,leave_one_view_out__fold01,511b5d08bbc07756d0aed1840a48f17f209cf5d387158b444a819711ba83b8a6,20,10,10,6,1,3,1,1,9,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_011,leave_one_view_out__fold01,5d9b18521c45abfb270620c597ee6ff08a9432216a554df9c38ed255a873d4cb,22,10,10,4,2,4,2,1,9,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_012,leave_one_view_out__fold01,fe9ee2a86e9b5f33f1024cec809134709f88aa4062b5db457b3135eb8e54097f,24,10,10,4,1,5,1,1,9,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_013,leave_one_view_out__fold01,092190de95a75622181abd9435a0c0122202bf7c69c880006eb086a1331e44fa,26,10,9,5,3,2,2,1,8,0.1111111111111111,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_014,leave_one_view_out__fold01,259cfcf7496eab405bf3cbacc963ebdd86b6f0e6e5b49a630ee1780e3c8d02dd,24,10,10,7,1,2,1,3,7,0.3,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_015,leave_one_view_out__fold01,4567210fb929f348f3ed6d51bd406eeba59433436f8125d49f291e106c09b17c,22,10,10,0,8,2,0,3,7,0.3,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_016,leave_one_view_out__fold01,74e588308c51323744f41446dc672b796f0cb2ff4e80019757bf6069a84a7d1d,20,10,10,3,5,2,2,2,8,0.2,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_017,leave_one_view_out__fold01,ff04ed7ff359eed0f565c3c885bcf1ebf2c5f967ce1111acfb33e20b4a6537ff,18,10,10,1,5,4,1,1,9,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_024,leave_one_view_out__fold01,6925b613cfda51f7fc56d1fe9c5ef58c90eb5bf1351a39f6d41006ec19c2c9a6,18,10,10,4,3,3,3,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_025,leave_one_view_out__fold01,443f6319c8bf090284b75cc947394f9b42f9fed05252201e60586e4ced4e1a70,20,10,10,2,3,5,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_026,leave_one_view_out__fold01,517188623a79e9586ddfb4513f2b63c66ea611729d34007dcc18d5c2079c8456,22,10,10,2,3,5,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_027,leave_one_view_out__fold01,8b5e1fd7ec35d89323679a54cb4a7b422f103d8401a3492c85f8275b9c7ff0cb,24,10,9,2,3,5,2,0,9,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_028,leave_one_view_out__fold01,d7bd4e6e2aa8795557d8a845ac6509543f532df4cf599e87538ae97e9afc0eab,22,10,10,7,1,2,1,3,7,0.3,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_029,leave_one_view_out__fold01,5d8b1b5fc11df62b6702e14883f6f87cede3e32a1474a007281d1ddbb61c09c3,20,10,10,3,5,2,2,3,7,0.3,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_030,leave_one_view_out__fold01,61e596caed1d836bc4efa4ef350f734b6d04680f81bc60f14059809648a6df28,18,10,10,4,4,2,2,2,8,0.2,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_031,leave_one_view_out__fold01,345826a1d28a4f088cd5ff8fabf69fd0fb3412823969e471d5ee200c24db843d,16,10,10,5,0,5,0,1,9,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_038,leave_one_view_out__fold01,d0a842875edbf071331ad08e63248518abf4321583dbe76a2c5ce7c21a9a82a8,16,10,10,5,2,3,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_039,leave_one_view_out__fold01,a3e3eb633d2bb6a71d17e5e85c6f29683e863e05f063845ded5486a0c57c6123,18,10,10,2,3,5,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_040,leave_one_view_out__fold01,883a16bf31d6e3bde72a9d9e9c1fcbccb0094bc1fc9be81c4594ca8d9f0ad262,20,10,10,2,3,5,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_041,leave_one_view_out__fold01,a76bec6871fec1d6308c57c839ff4442683f7cab321e590f8b9556e4709332be,22,10,9,3,3,4,3,0,9,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_042,leave_one_view_out__fold01,adbd2835f94d51fea0956b94af6bc89fb962da770bb1ddfa10e7d2e7d4e08d68,20,10,10,7,2,1,1,3,7,0.3,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_043,leave_one_view_out__fold01,cfdb0c1406fe840f984ff63544fb60a6ddf94dd10c2f4d78cbe7cfa7e0c26b2a,18,10,10,1,5,4,1,4,6,0.4,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_044,leave_one_view_out__fold01,061cd2cc0a0a3417bbafa0b7fab568cddf934d9566225af070072333d47735c3,16,10,10,5,0,5,0,2,8,0.2,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_045,leave_one_view_out__fold01,287d8a00a5d644dc59557f908495b720f74d33003c08db032b716d4152284e83,14,10,10,0,2,8,0,1,9,0.1,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_052,leave_one_view_out__fold01,6378ac38542769c0a3da1e861f4a9409f33a7b6e3fb69f312f8c2d254efbbb9b,14,10,10,4,4,2,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_053,leave_one_view_out__fold01,7b8bf9bde80fdcee7fa7719bbf55c79171ffa6daa519cb22a0f73055693130d2,16,10,10,2,4,4,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_054,leave_one_view_out__fold01,79046c0555db1dbab4c3f9dd656ea153440f925fdf4782e13bb034eded836a77,18,10,10,2,3,5,2,0,10,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_055,leave_one_view_out__fold01,e3f621603ccaf1b46c361ae64191743f508e32e58e7af654e61153d17ae1f00d,20,10,9,3,4,3,3,0,9,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_140,leave_one_view_out__fold01,46815ef8fe42aafd22677e4aa57251debc4f15f510becd8024089bf6598596da,20,10,10,6,1,3,1,7,3,0.7,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_141,leave_one_view_out__fold01,46fbbd04157905aa2455fc06291cc2826024d09d1bff12bf83ea89b9d9151f19,18,10,10,4,3,3,3,8,2,0.8,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_142,leave_one_view_out__fold01,3734978dc372b4b61d514b2339788d326ff9ca0fa6cf127e3c1d7558d1dc0597,16,10,10,5,2,3,2,5,5,0.5,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_143,leave_one_view_out__fold01,fb968b30300d142e71d5a36c0df17205cab94bc421be430ad5e2806f8d3238bc,14,10,10,4,4,2,2,4,6,0.4,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_150,leave_one_view_out__fold01,fe9c11723ddcdf08def0cf5857146b6326db4623ed7cab9a2eea0d8dc5ffa2a5,14,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_151,leave_one_view_out__fold01,cf9bb661fbde79d10f937fb8c09c69d39fab0e6f3c600ae84dc2932a3a1b094a,16,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_152,leave_one_view_out__fold01,f2a68462e0ccb1b7f0fdd86a0de76f40e9b7f2f40a93238c0e84bf8c80387a38,18,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_153,leave_one_view_out__fold01,9bfc8dd9949438fcf6a9577fb248439826f12b90abf3c46d4640ca2af72a5e0d,20,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_154,leave_one_view_out__fold01,94d71dc65fbb4dfe980fd12180d6de1bee09533cac28a04ed8cef55a94f19b91,22,10,10,4,2,4,2,6,4,0.6,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_155,leave_one_view_out__fold01,dcdd2dfc9b74ea865ec8eeddf7f7f8538538166eb5eb3ce1f2ff4a00726497bc,20,10,10,2,3,5,2,7,3,0.7,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_156,leave_one_view_out__fold01,cb50a7b047d10a34174f93bb663f92aec440b43e13acbe240e137730bf54fd06,18,10,10,2,3,5,2,4,6,0.4,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_157,leave_one_view_out__fold01,2a133e70f918db76b9c6ce3abb6c81ee780b53cd81e0a7b1cd39c5fa7824dc6e,16,10,10,2,4,4,2,3,7,0.3,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_164,leave_one_view_out__fold01,1c636c1ff01c7d3d36e76e9e31a9b11ac7f7035c8cdad1dcf2b6bb8fafe64907,16,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_165,leave_one_view_out__fold01,65a4884cc17401f7392c41eb09670333be6c84ed63554651715e34d1a1b0ae68,18,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_166,leave_one_view_out__fold01,e754d2c8dddfb7f4a38eec447257b117ff448e0b5bbb821c384db3161629b643,20,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_167,leave_one_view_out__fold01,07cc097ab1e1822368b770f535bf8d7a6689b45e8d691056188702a4e7cca68a,22,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_168,leave_one_view_out__fold01,ad43d1cb53e9764cfb3ded08ca7a332f2ecda9614a3352afc7c1db01f2f1eb5a,24,10,10,4,1,5,1,5,5,0.5,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_169,leave_one_view_out__fold01,e4e44feac937445bb418e99b592a8685eb3e8aac2749fd8cc82907e8a6b85f93,22,10,10,2,3,5,2,5,5,0.5,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_170,leave_one_view_out__fold01,5fcba94d481a34f0842bacf54a94eaf1bb0d5679760a56f2a91c4a5bfa5681f5,20,10,10,2,3,5,2,4,6,0.4,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_171,leave_one_view_out__fold01,60027aad5d63a33efe2d666a323641c6d0f897478bf64b5375f6521c519642aa,18,10,10,2,3,5,2,2,8,0.2,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_178,leave_one_view_out__fold01,eb70ed3f64cce76f5e2a20c023bc52502b8152664b357f234ca34001fa20c7a4,18,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_179,leave_one_view_out__fold01,840d3bd8da8923cf412b00ef054ea948a4eed25b376c66dacf45502832b0aa72,20,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_180,leave_one_view_out__fold01,4835ce8ae2669c471d0813f2dc9fe281161f83fa5fc6e2e57d3f6e7a7224745b,22,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_181,leave_one_view_out__fold01,5d581827e7a3db3f2492ca646608b68faff404fc8fe86a5762ebd9c81f636311,24,10,9,0,0,10,0,1,8,0.1111111111111111,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_182,leave_one_view_out__fold01,53b46265ec436faa9378128ace26e901e965131d6c15de0c351701b4301aa589,26,10,9,5,3,2,2,4,5,0.4444444444444444,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_183,leave_one_view_out__fold01,ac8e8be5e5d50a4f6d1833ca7222e6324431546e224bd77520c43dcfb17e655e,24,10,9,2,3,5,2,5,4,0.5555555555555556,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_184,leave_one_view_out__fold01,426523fc16eef28810b0f24be57818b31fed474dcc485009bf75c4b033ef235b,22,10,9,3,3,4,3,5,4,0.5555555555555556,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_185,leave_one_view_out__fold01,93db3c1eac1d6635a70cf981c5fb8bdddf36690824ed8fbb866defc1abadbcf7,20,10,9,3,4,3,3,3,6,0.3333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_192,leave_one_view_out__fold01,39cf0a76fef950733cb3b8c881c96a47819cef6a22cf80dbaedf5f0a441eb164,20,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_193,leave_one_view_out__fold01,9e33cde8269203ffeeb7ad65c1731f5be35a012f61eec34a46f83f4182a25c48,22,10,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_194,leave_one_view_out__fold01,45335bdac8b0f9d9c9a44f88f0b6fc86cdb71a6c7ab15022fe83d0c5f46fe7d6,24,10,9,0,0,10,0,3,6,0.3333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_195,leave_one_view_out__fold01,b8fa838bac62429635d7415730f55b3c64bff803f6100877241fd4c5935544f9,26,10,8,0,0,10,0,2,6,0.25,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_196,leave_one_view_out__fold01,f32040f9ee4438ef0a0d2c163ec5c805ca04a32ab95f78817a1e8422c250ae74,24,12,12,10,2,0,0,5,7,0.4166666666666667,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_197,leave_one_view_out__fold01,d91ec608080e0912b0f54671cbb635378e518a215e336c68164eb2f2f31d0b69,22,12,12,3,7,2,2,4,8,0.3333333333333333,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_198,leave_one_view_out__fold01,e0cc42a191c1c45be251d94d5a18665e70d21ca5c5cbfdd470eab8a9f966a6dd,20,12,12,7,5,0,0,3,9,0.25,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_199,leave_one_view_out__fold01,b1cd21674ff3516d8cdc1300c43f46ce191fcc6877b29ce2f61209541b1609cd,18,12,12,0,8,4,0,3,9,0.25,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_206,leave_one_view_out__fold01,43c121a63c9a03c15627569abef4a7bc6f8013c34f0917defe3a88e8d5ea458a,19,12,12,7,2,3,2,1,11,0.08333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_207,leave_one_view_out__fold01,075d49eabc7fb4925e2d035de253dde46f9eff0fb537876da4bca08c8bfe12b6,21,12,12,4,4,4,4,1,11,0.08333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_208,leave_one_view_out__fold01,ea091d730f5f71c3bf138e57ede0d549002743caf2c4ff33d60cfdc92edcf14d,23,12,12,4,2,6,2,1,11,0.08333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_209,leave_one_view_out__fold01,8473a0d8aca2c0f2ba58cb8a44acb42c60aa253bbb64ce11bf22d9ace78e69a0,22,12,12,3,7,2,2,5,7,0.4166666666666667,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_210,leave_one_view_out__fold01,c57a17f1d2b22dfb5a68aa8921defb95c03564932f2e6c8a11717a5f94fad24a,20,12,12,0,6,6,0,3,9,0.25,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_211,leave_one_view_out__fold01,8668ef6a27e7655f987db119bb3b69b455ad2fe899724e9f565206ccf1fc6f0b,18,12,12,5,5,2,2,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_212,leave_one_view_out__fold01,f622407290c3a0a55ae76c21198db2fffca68a264268cd9ddc32f226287ce4fd,16,12,12,0,6,6,0,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_219,leave_one_view_out__fold01,aa7ac7cee7400233f0ec26b703be6fb63ab3b9903cd60e41ea484b1a3b1e23c8,17,12,12,5,3,4,3,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_220,leave_one_view_out__fold01,430cdc5f0a0589ad90f1b04e102c9c218fd37d85df3b2af05e2786b0db11f318,19,12,12,3,4,5,3,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_221,leave_one_view_out__fold01,1b18d1a8ca4dfaebc606d91544a70f380a6130bcc7696fced8fe67426962bc4c,21,12,12,3,4,5,3,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_222,leave_one_view_out__fold01,06e85cd9142c5fb04718cad6a244cd633aaaec6acf76d246407991eea5606b86,20,12,12,7,5,0,0,4,8,0.3333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_223,leave_one_view_out__fold01,6bbc561984e6fcf3cce042d2d2214a9c4c31bc2a8f565fcfab239c44c9f22a27,18,12,12,5,5,2,2,3,9,0.25,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_224,leave_one_view_out__fold01,b6d2ba7d679fc470a2585bc0652b532bbcbab9b7c72f098427b339ee23237dbd,16,12,12,6,6,0,0,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_225,leave_one_view_out__fold01,be892274ed384ac42a16d4aab0754c0cac74c4f090d290b7ed40863045ad3c04,14,12,12,0,6,6,0,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_232,leave_one_view_out__fold01,bf6f647ee4b84a73f5cbfa64926bebbd630785756415936f4222c1b091a9fa82,15,12,12,5,4,3,3,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_233,leave_one_view_out__fold01,8bc75956806ccbe061c83a697af1d268514878032a6faa45c52131fc2d67dd33,17,12,12,2,5,5,2,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_234,leave_one_view_out__fold01,395337c03f32a51c795f405b5b24bc0d62dad25cc384c7f559c41c7636d4fad7,19,12,12,3,4,5,3,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_235,leave_one_view_out__fold01,2c404de7d4aaeee60981359c421444cd8c474886ea4055180ac6566e5d442946,18,12,12,0,8,4,0,4,8,0.3333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_236,leave_one_view_out__fold01,b934921e691da6a816a53c8a1b5892e8e9b397ea0c910b2a697e2218708f4d7b,16,12,12,0,6,6,0,4,8,0.3333333333333333,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_237,leave_one_view_out__fold01,631eb2a6c4e607c1ec31c7eb9d7142d1e87a1e5a12ca3b6b7543bafec855d15e,14,12,12,0,6,6,0,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_238,leave_one_view_out__fold01,a54d438774ae42bee7c71c005465a7a2044b86cb98b07dde47a78e0b76668f31,12,12,12,0,0,12,0,2,10,0.16666666666666666,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_245,leave_one_view_out__fold01,521adb6a3198961d79335ab00a23ea09c586944cc37b435e3556e0727c63d37a,13,12,12,3,4,5,3,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_246,leave_one_view_out__fold01,3fc239394bfab2b4e795bccd40a0eaa5dddf5ad6786546f4b0462ca51883191b,15,12,12,2,4,6,2,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_247,leave_one_view_out__fold01,43516360902e1be94c1023ef61d64c71873c744c5f8025f5a77d9d1ec454325a,17,12,12,2,3,7,2,0,12,0.0,0,70000,35000,False,False,completed,,False
leave_one_view_out__fold01__candidate_326,leave_one_view_out__fold01,273cf96bffd87cae0a36b489818d63bb0c89608bdfad9ec638bc1718f1fcae53,19,12,12,7,2,3,2,8,4,0.6666666666666666,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_327,leave_one_view_out__fold01,ef23ad8b080593cb9c8caaa4a57c59a5dc23c5987cd8d56c0f61e753cf15435c,17,12,12,5,3,4,3,8,4,0.6666666666666666,0,70000,35000,False,True,completed,,True
leave_one_view_out__fold01__candidate_328,leave_one_view_out__fold01,76857c61556d36c9eb8d7060ea53eb10f2e65e3f7b2a4854ab4c6016248a0b48,15,12,12,5,4,3,3,5,7,0.4166666666666667,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_329,leave_one_view_out__fold01,09bd96f3f28027930e21282cb6cb1e34c79cb76197a270c426bd70e119d43e13,13,12,12,3,4,5,3,5,7,0.4166666666666667,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_336,leave_one_view_out__fold01,f44201e9386279a991210812b7db1f6794c177efce1cf44d08f838389e10fe12,14,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_337,leave_one_view_out__fold01,197cbeab25cc91c2db950c38aec59670a719990487534332db440c89fc844e51,16,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_338,leave_one_view_out__fold01,d08ed05972857786b6b5e2c98571f6d23cc907bb69b9216649c790b945bfee73,18,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,d49030f301fc10972368913bbfc6141aa638775e23f48bc8ad0055d5e48293a1,21,12,12,4,4,4,4,8,4,0.6666666666666666,0,70000,35000,False,True,completed,,True
leave_one_view_out__fold01__candidate_340,leave_one_view_out__fold01,c8bb55db2e84fca264b1421bfe060cb36e07fbf025a5f825bde808b31ad5f850,19,12,12,3,4,5,3,7,5,0.5833333333333334,0,70000,35000,False,True,completed,,True
leave_one_view_out__fold01__candidate_341,leave_one_view_out__fold01,5a25a8a0b5742cded915863a4f7f61e40385c97308bb77cace67347a899a647c,17,12,12,2,5,5,2,4,8,0.3333333333333333,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_342,leave_one_view_out__fold01,40317e855c43cfeaff554ef71eadff8ae5c160eb9dfd34986fdda71a7416ac9b,15,12,12,2,4,6,2,5,7,0.4166666666666667,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_349,leave_one_view_out__fold01,f68709c105e324abbd24b6ec4cb0769dd202188daeca5f722652e3e1e64f4ecb,16,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_350,leave_one_view_out__fold01,4b1cf64ea68454fef0c4bb5f4b69f5d79ea2da77c0d4142bade5947496b35870,18,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_351,leave_one_view_out__fold01,15d60ccd1d6bff11f46b52d13bc0e8f4bfc284d949895b671648eb86fcf2c657,20,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_352,leave_one_view_out__fold01,e6c6a6924fe37d9a72fde3758fcaa365ea0e4fc61a110e51c0a5a9c1cbbf1c0e,23,12,12,4,2,6,2,7,5,0.5833333333333334,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,f1ddae33af89bc208d97290f0e03c19c4d93c0cd3b4e08a59452657e405013ac,21,12,12,3,4,5,3,5,7,0.4166666666666667,0,70000,35000,False,True,completed,,True
leave_one_view_out__fold01__candidate_354,leave_one_view_out__fold01,593b6125e51dea9074af27512cb77cbcd6946b1a2c53edefea2e4165be210b71,19,12,12,3,4,5,3,4,8,0.3333333333333333,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_355,leave_one_view_out__fold01,d63f0dc9e34c3a906d32d9353b2d97b51be29d14b07d26a30a3ac9cdfdc26cbc,17,12,12,2,3,7,2,5,7,0.4166666666666667,0,70000,35000,False,True,completed,,False
leave_one_view_out__fold01__candidate_362,leave_one_view_out__fold01,e9f26f5f83a8710461e2231701ed301c9fb3d39c3f104f1fc68966f2a2224f20,18,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_363,leave_one_view_out__fold01,0f6b8464f11974449c69c421c231851dc900f415bf905340d5daa95b56a64c0d,20,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
leave_one_view_out__fold01__candidate_364,leave_one_view_out__fold01,8171e9386dea3533a31538bdc9c0535e39b63b0309179083ed26a3a2edda8491,22,12,0,0,0,0,0,0,0,,0,70000,35000,False,False,unavailable,LabelConstructionError: only 2 fitted semantic scalers; require 4,False
