task_name,model_name,split_strategy,seed,completed_fold_count,sample_count,macro_f1,balanced_accuracy,rmse,mae,nrmse,top1,top3,top5,mrr
T3_paired_pilot_window_retrieval,chronaris_full,leave_one_view_out,29,2,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940953
T3_paired_pilot_window_retrieval,chronaris_full,leave_one_view_out,43,2,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940953
T3_paired_pilot_window_retrieval,chronaris_full,leave_one_sortie_out,17,1,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940954
T3_paired_pilot_window_retrieval,chronaris_full,leave_one_sortie_out,29,1,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940954
T3_paired_pilot_window_retrieval,chronaris_full,leave_one_sortie_out,43,1,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940954
T3_paired_pilot_window_retrieval,mult,leave_one_view_out,17,2,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11993776580899397
T3_paired_pilot_window_retrieval,mult,leave_one_view_out,29,2,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.11356652970802814
T3_paired_pilot_window_retrieval,mult,leave_one_view_out,43,2,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940953
T3_paired_pilot_window_retrieval,contiformer,leave_one_view_out,17,2,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,contiformer,leave_one_view_out,29,2,74,,,,,,0.02702702702702703,0.0945945945945946,0.14864864864864866,0.11994791108940953
T3_paired_pilot_window_retrieval,contiformer,leave_one_view_out,43,2,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,naive_time_sync,leave_one_view_out,17,2,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,naive_time_sync,leave_one_view_out,29,2,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,naive_time_sync,leave_one_view_out,43,2,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,naive_time_sync,leave_one_sortie_out,17,1,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,naive_time_sync,leave_one_sortie_out,29,1,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,naive_time_sync,leave_one_sortie_out,43,1,74,,,,,,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.1135563844276126
T3_paired_pilot_window_retrieval,classical_baseline,leave_one_view_out,17,2,74,,,,,,0.06756756756756757,0.12162162162162163,0.17567567567567569,0.15295949410099252
T3_paired_pilot_window_retrieval,classical_baseline,leave_one_view_out,29,2,74,,,,,,0.06756756756756757,0.12162162162162163,0.17567567567567569,0.15295949410099252
T3_paired_pilot_window_retrieval,classical_baseline,leave_one_view_out,43,2,74,,,,,,0.06756756756756757,0.12162162162162163,0.17567567567567569,0.15295949410099252
T3_paired_pilot_window_retrieval,classical_baseline,leave_one_sortie_out,17,1,74,,,,,,0.06756756756756757,0.12162162162162163,0.17567567567567569,0.15295949410099255
T3_paired_pilot_window_retrieval,classical_baseline,leave_one_sortie_out,29,1,74,,,,,,0.06756756756756757,0.12162162162162163,0.17567567567567569,0.15295949410099255
T3_paired_pilot_window_retrieval,classical_baseline,leave_one_sortie_out,43,1,74,,,,,,0.06756756756756757,0.12162162162162163,0.17567567567567569,0.15295949410099255
