seed,method,task,consumer,metric,stress_factor,source_direction,direction_normalized,level_count,minimum_level,maximum_level,baseline_score,maximum_stress_score,maximum_stress_change,degradation_slope
17,chronaris,simulated_future_workload_classification,minirocket,brier_score,additional_physiology_lag_s,lower,higher_is_better,4,2.0,30.0,-1.105584227557818,-1.2840196610732872,-0.1784354335154692,-0.1744672258719341
17,chronaris,simulated_future_workload_classification,minirocket,brier_score,contiguous_gap_s,lower,higher_is_better,4,0.0,30.0,-1.085014705076322,-1.1767521484171457,-0.09173744334082379,-0.09893864076684158
17,chronaris,simulated_future_workload_classification,minirocket,brier_score,random_missing_rate,lower,higher_is_better,4,0.0,0.5,-1.085014705076322,-0.6570406301406851,0.4279740749356368,0.3664502745627328
17,chronaris,simulated_future_workload_classification,minirocket,brier_score,snr_degradation_db,lower,higher_is_better,4,0.0,25.0,-1.085014705076322,-0.7826502082584806,0.3023644968178413,0.3552324539912364
17,chronaris,simulated_future_workload_classification,minirocket,brier_score,timestamp_jitter_ms,lower,higher_is_better,4,0.0,100.0,-1.085014705076322,-0.7128310547620833,0.3721836503142386,0.3751283272204854
17,chronaris,simulated_future_workload_classification,minirocket,ece_10_bins,absolute_clock_drift_ppm,lower,higher_is_better,4,0.0,250.0,-0.5330374239230846,-0.5737078516392042,-0.04067042771611962,-0.02923117563443694
17,chronaris,simulated_future_workload_classification,minirocket,ece_10_bins,absolute_clock_offset_s,lower,higher_is_better,4,0.0,3.0,-0.5330374239230846,-0.5345662295307858,-0.0015288056077011891,0.006762593301395078
17,chronaris,simulated_future_workload_classification,minirocket,ece_10_bins,additional_physiology_lag_s,lower,higher_is_better,4,2.0,30.0,-0.5415157087328981,-0.6178561099470415,-0.07634040121414343,-0.06318075074708052
17,chronaris,simulated_future_workload_classification,minirocket,ece_10_bins,contiguous_gap_s,lower,higher_is_better,4,0.0,30.0,-0.5330374239230846,-0.559598693926511,-0.02656127000342634,-0.029397418686827347
17,chronaris,simulated_future_workload_classification,minirocket,ece_10_bins,random_missing_rate,lower,higher_is_better,4,0.0,0.5,-0.5330374239230846,-0.2007466159666189,0.3322908079564657,0.3145898843250907
17,chronaris,simulated_future_workload_classification,minirocket,ece_10_bins,snr_degradation_db,lower,higher_is_better,4,0.0,25.0,-0.5330374239230846,-0.35435324959896064,0.17868417432412398,0.24392799707379745
17,chronaris,simulated_future_workload_classification,minirocket,ece_10_bins,timestamp_jitter_ms,lower,higher_is_better,4,0.0,100.0,-0.5330374239230846,-0.23874761202138817,0.29428981190169645,0.30182156784453473
17,chronaris,simulated_future_workload_classification,minirocket,macro_auprc,absolute_clock_drift_ppm,higher,higher_is_better,4,0.0,250.0,0.5857871351585356,0.5916360370173432,0.005848901858807598,0.004021889028455343
17,chronaris,simulated_future_workload_classification,minirocket,macro_auprc,absolute_clock_offset_s,higher,higher_is_better,4,0.0,3.0,0.5857871351585356,0.5957295489517842,0.009942413793248561,0.006122320077832492
17,chronaris,simulated_future_workload_classification,minirocket,macro_auprc,additional_physiology_lag_s,higher,higher_is_better,4,2.0,30.0,0.5796772028939968,0.4380991682175928,-0.141578034676404,-0.14579069997384225
17,chronaris,simulated_future_workload_classification,minirocket,macro_auprc,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.5857871351585356,0.4505306977987998,-0.13525643735973586,-0.13325467862530202
17,chronaris,simulated_future_workload_classification,minirocket,macro_auprc,random_missing_rate,higher,higher_is_better,4,0.0,0.5,0.5857871351585356,0.5836717114640548,-0.0021154236944808114,-0.020203485213108333
