split_id,outer_pool_id,split_kind,main_selection,method,task,metric,value,representation_variant,time_baseline_value,standardized_gain,status,fit_role,evaluation_role,outer_test_opened
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,high_residual_response,normalized_ap,0.06666666666666665,train_phase_residualized_pooled_64d,0.5555555555555557,-1.1000000000000008,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,high_residual_response,normalized_ap,0.6666666666666666,raw_pooled_64d_diagnostic,0.5555555555555557,0.2499999999999997,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,high_residual_response,auprc,0.3,train_phase_residualized_pooled_64d,0.5555555555555557,-1.1000000000000008,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,contiformer,high_residual_response,prevalence,0.25,train_phase_residualized_pooled_64d,0.5555555555555557,-1.1000000000000008,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,future_maneuver_score,spearman,-0.965034965034965,train_phase_residualized_pooled_64d,0.7622377622377624,-7.264705882352947,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,future_maneuver_score,spearman,0.5804195804195805,raw_pooled_64d_diagnostic,0.7622377622377624,-0.764705882352942,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,future_maneuver_trend,macro_f1,0.06060606060606061,train_phase_residualized_pooled_64d,0.7388888888888889,-2.597678916827854,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,future_maneuver_trend,macro_f1,0.3956043956043956,raw_pooled_64d_diagnostic,0.7388888888888889,-1.3147065700257194,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,physiology_residual,rmse,1.289605795876349,train_phase_residualized_pooled_64d,0.2825606216030745,-3.5639968816600205,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,physiology_residual,rmse,0.808019935003186,raw_pooled_64d_diagnostic,0.2825606216030745,-1.8596339094208523,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,physiology_residual,rmse_ratio,2.891983263312964,train_phase_residualized_pooled_64d,0.2825606216030745,-3.5639968816600205,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,physiology_residual,response_skill,-7.3635671952823,train_phase_residualized_pooled_64d,0.2825606216030745,-3.5639968816600205,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,physiology_residual,spearman,-0.7482517482517484,train_phase_residualized_pooled_64d,0.2825606216030745,-3.5639968816600205,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,high_residual_response,normalized_ap,-0.059964726631393295,train_phase_residualized_pooled_64d,0.5555555555555557,-1.3849206349206356,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,high_residual_response,normalized_ap,-0.04761904761904764,raw_pooled_64d_diagnostic,0.5555555555555557,-1.3571428571428579,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,high_residual_response,auprc,0.20502645502645503,train_phase_residualized_pooled_64d,0.5555555555555557,-1.3849206349206356,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,chronaris,high_residual_response,prevalence,0.25,train_phase_residualized_pooled_64d,0.5555555555555557,-1.3849206349206356,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,time_only,future_maneuver_score,spearman,0.35664335664335667,explicit_phase_diagnostic,0.35664335664335667,0.0,completed,inner_train,inner_validation,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,time_only,future_maneuver_trend,macro_f1,0.4222222222222222,explicit_phase_diagnostic,0.4222222222222222,0.0,completed,inner_train,inner_validation,False
