ablation_group,balanced_accuracy,component,confusion_matrix,display_name_cn,feature_family,leakage_safe,mae,metric_direction,model_mode,nrmse,nrmse_normalization,per_class_f1,per_class_precision,per_class_recall,persistence_improvement_rate,persistence_rmse,primary_metric_name,primary_metric_value,protocol,seed,skipped_fold_count,skipped_reason,source_variant,split_strategy,status,task_name,task_type,valid_fold_count,variant_name
model_backbone,0.3333333333333333,remove_semantic_event_fusion,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除语义事件融合,fused_only,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,g_min,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_semantic_event_fusion
model_backbone,0.3333333333333333,remove_semantic_event_fusion,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除语义事件融合,fused_only,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,g_min,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_semantic_event_fusion
model_backbone,0.3333333333333333,remove_semantic_event_fusion,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除语义事件融合,fused_only,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,g_min,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_semantic_event_fusion
model_backbone,0.3333333333333333,remove_semantic_event_fusion,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除语义事件融合,fused_only,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,g_min,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_semantic_event_fusion
model_backbone,0.3333333333333333,remove_semantic_event_fusion,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",移除语义事件融合,fused_only,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,97,0,,g_min,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,remove_semantic_event_fusion
model_backbone,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,699.0113789670628,lower_is_better,learned,0.3664274004673949,target_range,,,,-3.245832410154959,201.4895651832178,rmse,855.4909261629363,leakage_safe_v1,17,0,,g_min,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_semantic_event_fusion
model_backbone,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,699.0113789670628,lower_is_better,learned,0.3664274004673949,target_range,,,,-3.245832410154959,201.4895651832178,rmse,855.4909261629363,leakage_safe_v1,29,0,,g_min,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_semantic_event_fusion
model_backbone,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,699.0113789670628,lower_is_better,learned,0.3664274004673949,target_range,,,,-3.245832410154959,201.4895651832178,rmse,855.4909261629363,leakage_safe_v1,43,0,,g_min,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_semantic_event_fusion
model_backbone,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,699.0113789670628,lower_is_better,learned,0.3664274004673949,target_range,,,,-3.245832410154959,201.4895651832178,rmse,855.4909261629363,leakage_safe_v1,71,0,,g_min,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_semantic_event_fusion
model_backbone,,remove_semantic_event_fusion,,移除语义事件融合,fused_only,True,699.0113789670628,lower_is_better,learned,0.3664274004673949,target_range,,,,-3.245832410154959,201.4895651832178,rmse,855.4909261629363,leakage_safe_v1,97,0,,g_min,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,remove_semantic_event_fusion
model_backbone,0.3333333333333333,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,full_model
model_backbone,0.3333333333333333,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,29,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,full_model
model_backbone,0.3333333333333333,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,43,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,full_model
model_backbone,0.3333333333333333,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,71,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,full_model
model_backbone,0.3333333333333333,full_model,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整方案,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,97,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,full_model
model_backbone,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,rmse,1402.5301671500613,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,full_model
model_backbone,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,rmse,1402.5301671500613,leakage_safe_v1,29,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,full_model
model_backbone,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,rmse,1402.5301671500613,leakage_safe_v1,43,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,full_model
model_backbone,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,rmse,1402.5301671500613,leakage_safe_v1,71,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,full_model
model_backbone,,full_model,,完整方案,full_safe,True,1209.608952730448,lower_is_better,learned,0.6007375034717971,target_range,,,,-5.960807949904092,201.4895651832178,rmse,1402.5301671500613,leakage_safe_v1,97,0,,chronaris_opt,leave_one_sortie_out,completed,T2_next_window_physiology_response,regression,2,full_model
task_adapter,0.3333333333333333,full_task_input,"[[39, 0, 0], [36, 0, 0], [36, 0, 0]]",完整防泄漏任务输入,full_safe,True,,higher_is_better,learned,,,"{""low"": 0.52, ""medium"": 0.0, ""high"": 0.0}","{""low"": 0.35135135135135137, ""medium"": 0.0, ""high"": 0.0}","{""low"": 1.0, ""medium"": 0.0, ""high"": 0.0}",,,macro_f1,0.17333333333333334,leakage_safe_v1,17,0,,chronaris_opt,leave_one_sortie_out,completed,T1_maneuver_intensity_class,classification,2,full_leakage_safe_task_input
