seed,fold_id,method,consumer,status,elapsed_s,smoke_only
43,leave_one_view_out__fold02,naive_time_sync,minirocket,completed,0.40326897893100977,False
43,leave_one_view_out__fold02,mult,linear,completed,0.03188592987135053,False
43,leave_one_view_out__fold02,mult,minirocket,completed,0.36565185198560357,False
43,leave_one_view_out__fold02,contiformer,linear,completed,0.02985097886994481,False
43,leave_one_view_out__fold02,contiformer,minirocket,completed,0.41520040296018124,False
43,leave_one_view_out__fold02,chronaris,linear,completed,0.028457982931286097,False
43,leave_one_view_out__fold02,chronaris,minirocket,completed,0.4168387046083808,False
43,leave_one_view_out__fold03,physiology_only,linear,completed,0.026410183869302273,False
43,leave_one_view_out__fold03,physiology_only,minirocket,completed,0.3700508247129619,False
43,leave_one_view_out__fold03,vehicle_only,linear,completed,0.022597610019147396,False
43,leave_one_view_out__fold03,vehicle_only,minirocket,completed,0.3516713511198759,False
43,leave_one_view_out__fold03,naive_time_sync,linear,completed,0.020441005937755108,False
43,leave_one_view_out__fold03,naive_time_sync,minirocket,completed,0.3746508089825511,False
43,leave_one_view_out__fold03,mult,linear,completed,0.02410733327269554,False
43,leave_one_view_out__fold03,mult,minirocket,completed,0.3645269079133868,False
43,leave_one_view_out__fold03,contiformer,linear,completed,0.024413123726844788,False
43,leave_one_view_out__fold03,contiformer,minirocket,completed,0.3607541532255709,False
43,leave_one_view_out__fold03,chronaris,linear,completed,0.02765583200380206,False
43,leave_one_view_out__fold03,chronaris,minirocket,completed,0.4136565471999347,False
43,leave_one_sortie_out__fold01,physiology_only,linear,completed,0.025720668956637383,False
43,leave_one_sortie_out__fold01,physiology_only,minirocket,completed,0.23425730410963297,False
43,leave_one_sortie_out__fold01,vehicle_only,linear,completed,0.021370291244238615,False
43,leave_one_sortie_out__fold01,vehicle_only,minirocket,completed,0.2046236600726843,False
43,leave_one_sortie_out__fold01,naive_time_sync,linear,completed,0.01992689073085785,False
43,leave_one_sortie_out__fold01,naive_time_sync,minirocket,completed,0.212233894970268,False
43,leave_one_sortie_out__fold01,mult,linear,completed,0.02345186471939087,False
43,leave_one_sortie_out__fold01,mult,minirocket,completed,0.20494971377775073,False
43,leave_one_sortie_out__fold01,contiformer,linear,completed,0.027466717176139355,False
43,leave_one_sortie_out__fold01,contiformer,minirocket,completed,0.2073380071669817,False
43,leave_one_sortie_out__fold01,chronaris,linear,completed,0.02998951729387045,False
43,leave_one_sortie_out__fold01,chronaris,minirocket,completed,0.2551942500285804,False
43,leave_one_sortie_out__fold02,physiology_only,linear,completed,0.027664346154779196,False
43,leave_one_sortie_out__fold02,physiology_only,minirocket,completed,0.36163786984980106,False
43,leave_one_sortie_out__fold02,vehicle_only,linear,completed,0.02257397770881653,False
43,leave_one_sortie_out__fold02,vehicle_only,minirocket,completed,0.3504397929646075,False
43,leave_one_sortie_out__fold02,naive_time_sync,linear,completed,0.020601163152605295,False
43,leave_one_sortie_out__fold02,naive_time_sync,minirocket,completed,0.37649034475907683,False
43,leave_one_sortie_out__fold02,mult,linear,completed,0.025505734141916037,False
43,leave_one_sortie_out__fold02,mult,minirocket,completed,0.35886606480926275,False
43,leave_one_sortie_out__fold02,contiformer,linear,completed,0.02334911422803998,False
43,leave_one_sortie_out__fold02,contiformer,minirocket,completed,0.3618955840356648,False
43,leave_one_sortie_out__fold02,chronaris,linear,completed,0.04439970990642905,False
43,leave_one_sortie_out__fold02,chronaris,minirocket,completed,0.42828706186264753,False
