best_epoch,candidate_id,epoch,epoch_count,gate_high_response,gate_maneuver,gate_response,gradient_norm_before_clip,improved,outer_test_opened,safety_passed,split_id,train_maneuver_loss,train_response_loss,train_risk_loss,train_score_loss,train_total_loss,validation_safe,validation_selection_score
3,partial_ratio_0.02,5,9,0.05479308217763901,0.05490516498684883,0.05391395092010498,27.28410530090332,False,False,True,leave_one_view_out__fold02__candidate_328,1.160758137702942,0.6064358949661255,0.4493735134601593,0.39629626274108887,2.2979378700256348,False,2.241065359392878
3,partial_ratio_0.02,6,9,0.055043358355760574,0.055158570408821106,0.05415767431259155,28.51364517211914,False,False,True,leave_one_view_out__fold02__candidate_328,1.0743168592453003,0.6076160669326782,0.4301256537437439,0.331424742937088,2.180462121963501,False,2.2411000963118424
3,partial_ratio_0.02,7,9,0.05528523400425911,0.05541050061583519,0.05439844727516174,45.563899993896484,False,False,True,leave_one_view_out__fold02__candidate_328,1.323950171470642,0.6085260510444641,0.40475159883499146,0.37319332361221313,2.4139935970306396,False,2.326051965848697
3,partial_ratio_0.02,8,9,0.05553486943244934,0.055663738399744034,0.054646797478199005,22.248498916625977,False,False,True,leave_one_view_out__fold02__candidate_328,1.2552446126937866,0.5285791158676147,0.3989326059818268,0.36873260140419006,2.2586381435394287,False,2.3380814984109897
3,partial_ratio_0.02,9,9,0.05578961223363876,0.05592355132102966,0.05489577725529671,24.876516342163086,False,False,True,leave_one_view_out__fold02__candidate_328,1.2281888723373413,0.5748389363288879,0.4363855719566345,0.392675518989563,2.32009220123291,False,2.329480442038549
0,partial_ratio_0.05,1,6,0.053792763501405716,0.05392572283744812,0.052950210869312286,21.73009490966797,False,False,True,leave_one_view_out__fold02__candidate_328,1.4697303771972656,0.6792071461677551,0.5219089388847351,0.38663575053215027,2.7502501010894775,False,2.1989261224631487
0,partial_ratio_0.05,2,6,0.05397270992398262,0.05415176972746849,0.05312313884496689,45.46870803833008,False,False,True,leave_one_view_out__fold02__candidate_328,1.6656123399734497,0.7914521098136902,0.6676065325737,0.391170471906662,3.204991340637207,False,2.2671479919045376
0,partial_ratio_0.05,3,6,0.05417906492948532,0.05433095991611481,0.05331011116504669,35.667755126953125,False,False,True,leave_one_view_out__fold02__candidate_328,1.7112884521484375,0.6867401599884033,0.5105728507041931,0.46219804883003235,3.0031352043151855,False,2.240652113237996
0,partial_ratio_0.05,4,6,0.05439255014061928,0.05453208088874817,0.05344829335808754,30.03904151916504,False,False,True,leave_one_view_out__fold02__candidate_328,1.6162832975387573,0.760118305683136,0.6233212351799011,0.4322260618209839,3.088268756866455,False,2.207815578490793
0,partial_ratio_0.05,5,6,0.0546087771654129,0.05474400147795677,0.05355645716190338,27.42229461669922,False,False,True,leave_one_view_out__fold02__candidate_328,1.7245137691497803,0.7522920966148376,0.634212851524353,0.39201927185058594,3.1915297508239746,False,2.233387264238248
0,partial_ratio_0.05,6,6,0.054830342531204224,0.054966773837804794,0.053715601563453674,26.570804595947266,False,False,True,leave_one_view_out__fold02__candidate_328,1.4674032926559448,0.6315523982048035,0.47982358932495117,0.37687572836875916,2.6562681198120117,False,2.2975533131835824
0,partial_ratio_0.02,1,6,0.049172304570674896,0.04928478226065636,0.049116358160972595,8.322362899780273,False,False,True,leave_one_view_out__fold02__candidate_329,2.2088539600372314,1.0685795545578003,1.5762543678283691,0.9600220322608948,5.0476460456848145,False,2.2633875995716375
0,partial_ratio_0.02,2,6,0.04937225580215454,0.04951772838830948,0.04931808263063431,12.55479907989502,False,False,True,leave_one_view_out__fold02__candidate_329,2.1881024837493896,1.0922322273254395,1.6167848110198975,0.9306077361106873,5.085203647613525,False,2.2650219492858854
0,partial_ratio_0.02,3,6,0.04957987740635872,0.049752626568078995,0.049509428441524506,14.979805946350098,False,False,True,leave_one_view_out__fold02__candidate_329,2.152348041534424,1.0907843112945557,1.5762989521026611,0.87599116563797,4.996601104736328,False,2.263234657901493
