candidate_id,gate_index,gate_value,non_degenerate,outer_test_opened,split_id,task
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,maneuver
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,maneuver_score
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,response
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,high_response
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,maneuver
observed_vehicle_channel,1,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,maneuver
observed_vehicle_channel,2,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,maneuver
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,maneuver_score
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,response
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_340,high_response
observed_vehicle_scalar,0,0.04697749763727188,True,False,leave_one_view_out__fold01__candidate_353,maneuver
observed_vehicle_scalar,0,0.04697749763727188,True,False,leave_one_view_out__fold01__candidate_353,maneuver_score
observed_vehicle_scalar,0,0.04697749763727188,True,False,leave_one_view_out__fold01__candidate_353,response
observed_vehicle_scalar,0,0.04697749763727188,True,False,leave_one_view_out__fold01__candidate_353,high_response
vehicle_vehicle_scalar,0,0.04724819213151932,True,False,leave_one_view_out__fold01__candidate_353,maneuver
vehicle_vehicle_scalar,0,0.04661396145820618,True,False,leave_one_view_out__fold01__candidate_353,maneuver_score
vehicle_vehicle_scalar,0,0.04712166264653206,True,False,leave_one_view_out__fold01__candidate_353,response
vehicle_vehicle_scalar,0,0.04708954691886902,True,False,leave_one_view_out__fold01__candidate_353,high_response
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,maneuver
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,maneuver_score
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,response
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,high_response
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,maneuver
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,maneuver_score
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,response
vehicle_observed_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold01__candidate_353,high_response
observed_vehicle_channel,0,0.04725732281804085,True,False,leave_one_view_out__fold01__candidate_353,maneuver
observed_vehicle_channel,1,0.04722820967435837,True,False,leave_one_view_out__fold01__candidate_353,maneuver
observed_vehicle_channel,2,0.04723617807030678,True,False,leave_one_view_out__fold01__candidate_353,maneuver
observed_vehicle_channel,0,0.046543020755052567,True,False,leave_one_view_out__fold01__candidate_353,maneuver_score
observed_vehicle_channel,0,0.047143444418907166,True,False,leave_one_view_out__fold01__candidate_353,response
observed_vehicle_channel,0,0.047253869473934174,True,False,leave_one_view_out__fold01__candidate_353,high_response
observed_vehicle_scalar,0,0.05202877148985863,True,False,leave_one_view_out__fold02__candidate_328,maneuver
observed_vehicle_scalar,0,0.05105225741863251,True,False,leave_one_view_out__fold02__candidate_328,maneuver_score
observed_vehicle_scalar,0,0.05193677172064781,True,False,leave_one_view_out__fold02__candidate_328,response
observed_vehicle_scalar,0,0.05208869278430939,True,False,leave_one_view_out__fold02__candidate_328,high_response
vehicle_vehicle_scalar,0,0.05076270550489426,True,False,leave_one_view_out__fold02__candidate_328,maneuver
vehicle_vehicle_scalar,0,0.048377446830272675,True,False,leave_one_view_out__fold02__candidate_328,maneuver_score
vehicle_vehicle_scalar,0,0.050482891499996185,True,False,leave_one_view_out__fold02__candidate_328,response
vehicle_vehicle_scalar,0,0.05071893334388733,True,False,leave_one_view_out__fold02__candidate_328,high_response
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,maneuver
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,maneuver_score
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,response
observed_physiology_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,high_response
vehicle_observed_scalar,0,0.05367112532258034,True,False,leave_one_view_out__fold02__candidate_328,maneuver
vehicle_observed_scalar,0,0.047718197107315063,True,False,leave_one_view_out__fold02__candidate_328,maneuver_score
vehicle_observed_scalar,0,0.052699971944093704,True,False,leave_one_view_out__fold02__candidate_328,response
vehicle_observed_scalar,0,0.05353875458240509,True,False,leave_one_view_out__fold02__candidate_328,high_response
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,maneuver
observed_vehicle_channel,1,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,maneuver
observed_vehicle_channel,2,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,maneuver
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,maneuver_score
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,response
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_328,high_response
observed_vehicle_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,maneuver
observed_vehicle_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,maneuver_score
observed_vehicle_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,response
observed_vehicle_scalar,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,high_response
vehicle_vehicle_scalar,0,0.047922778874635696,True,False,leave_one_view_out__fold02__candidate_329,maneuver
vehicle_vehicle_scalar,0,0.04701554775238037,True,False,leave_one_view_out__fold02__candidate_329,maneuver_score
vehicle_vehicle_scalar,0,0.04784787446260452,True,False,leave_one_view_out__fold02__candidate_329,response
vehicle_vehicle_scalar,0,0.04782756045460701,True,False,leave_one_view_out__fold02__candidate_329,high_response
observed_physiology_scalar,0,0.04859566316008568,True,False,leave_one_view_out__fold02__candidate_329,maneuver
observed_physiology_scalar,0,0.04763668403029442,True,False,leave_one_view_out__fold02__candidate_329,maneuver_score
observed_physiology_scalar,0,0.048515643924474716,True,False,leave_one_view_out__fold02__candidate_329,response
observed_physiology_scalar,0,0.04856763780117035,True,False,leave_one_view_out__fold02__candidate_329,high_response
vehicle_observed_scalar,0,0.0490509532392025,True,False,leave_one_view_out__fold02__candidate_329,maneuver
vehicle_observed_scalar,0,0.048471786081790924,True,False,leave_one_view_out__fold02__candidate_329,maneuver_score
vehicle_observed_scalar,0,0.048883289098739624,True,False,leave_one_view_out__fold02__candidate_329,response
vehicle_observed_scalar,0,0.04893898591399193,True,False,leave_one_view_out__fold02__candidate_329,high_response
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,maneuver
observed_vehicle_channel,1,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,maneuver
observed_vehicle_channel,2,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,maneuver
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,maneuver_score
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,response
observed_vehicle_channel,0,0.04742587357759476,True,False,leave_one_view_out__fold02__candidate_329,high_response
