dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,smoke_only
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,macro_auprc,0.6161209067418271,higher,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,brier_score,0.7056186709554298,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_classification,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,ece_10_bins,0.32340022744871927,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,mae,0.1297499326368173,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,rmse,0.16385346056007055,lower,available,,False
model_independent_aviation_simulation,simulated_future_workload_regression,minirocket,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,spearman,0.6185567010309279,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,frame_macro_f1,0.5401635671513239,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,segmental_f1_iou_0.10,0.5857863303635362,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,segmental_f1_iou_0.25,0.47518359738028854,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,segmental_f1_iou_0.50,0.3032235091977739,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,boundary_f1_1s,0.1992811875624376,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,boundary_f1_2s,0.2883248406685907,higher,available,,False
model_independent_aviation_simulation,simulated_maneuver_state_segmentation,causal_tcn_raw,chronaris_no_corrected_physics,29,simulation_g1_to_g2_ablation__seed_29,validation,edit_score,0.4810049614737115,higher,available,,False
