dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,sample_count,threshold_scope,smoke_only,representation_family
dingxin_existing_dual_stream,high_physiology_response_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_auprc,0.5736827293298303,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,brier_score,1.1041817602844468,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,ece_10_bins,0.554885454904255,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,linear,contiformer,29,leave_one_sortie_out__fold02,held_out,high_response_recall,0.05,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_f1,0.8024691358024691,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,balanced_accuracy,0.8055555555555557,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_auprc,0.9168690329326293,higher,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,brier_score,0.32220390329296655,lower,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,ece_10_bins,0.11538504483794168,lower,available,,31,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,mae,0.6628171672117278,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,rmse,0.9004918848035087,lower,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,physiology_response_regression,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,spearman,0.2551724137931034,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_f1,0.4857142857142857,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,balanced_accuracy,0.625,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,contiformer,29,leave_one_sortie_out__fold02,held_out,macro_auprc,0.5475259829899166,higher,available,,30,inner_train_nested,False,frozen_task_agnostic_v2
